input,output
Button Groups,"DESCRIPTION:
The UI should display a group of buttons that can be used to perform different actions. The buttons should be grouped together and spaced evenly. The UI should be responsive, mobile-first, and accessible.
COMPONENTS:
- ButtonGroup: A container component that groups multiple buttons together. This component takes children.
- Button: An individual button component that can be used to perform an action. This component is standalone.
HTML:
<div class=""flex flex-wrap justify-center""><ButtonGroup><Button/><Button/><Button/></ButtonGroup></div>
COMPONENT HTML:
ButtonGroup:
<div class=""flex flex-wrap justify-center'>{children}</div>
Button:
<button class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"">{button_text}</button>"
Button Groups,"DESCRIPTION:
The UI should display a group of buttons that can be used to perform different actions. The buttons should be grouped together and spaced evenly. The UI should be responsive, mobile-first, and accessible.
COMPONENTS:
- ButtonGroup: A container component that groups multiple buttons together. This component takes children.
- Button: An individual button component that can be used to perform an action. This component is standalone.
HTML:
<div class=""flex flex-wrap justify-center""><ButtonGroup><Button/><Button/><Button/></ButtonGroup></div>
COMPONENT HTML:
ButtonGroup:
<div class=""flex flex-wrap justify-center'>{children}</div>
Button:
<button class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"">{button_text}</button>"
Button Groups,"DESCRIPTION:
The UI should display a group of buttons that can be used to perform different actions. The buttons should be grouped together and spaced evenly. The UI should be responsive, mobile-first, and accessible.
COMPONENTS:
- ButtonGroup: A container component that groups multiple buttons together. This component takes children.
- Button: An individual button component that can be used to perform an action. This component is standalone.
HTML:
<div class=""flex flex-wrap justify-center""><ButtonGroup><Button/><Button/><Button/></ButtonGroup></div>
COMPONENT HTML:
ButtonGroup:
<div class=""flex flex-wrap justify-center'>{children}</div>
Button:
<button class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"">{button_text}</button>"
Button Groups,"DESCRIPTION:
The UI should display a group of buttons that can be used to perform different actions. The buttons should be grouped together and spaced evenly. The UI should be responsive, mobile-first, and accessible.
COMPONENTS:
- ButtonGroup: A container component that groups multiple buttons together. This component takes children.
- Button: An individual button component that can be used to perform an action. This component is standalone.
HTML:
<div class=""flex flex-wrap justify-center""><ButtonGroup><Button/><Button/><Button/></ButtonGroup></div>
COMPONENT HTML:
ButtonGroup:
<div class=""flex flex-wrap justify-center'>{children}</div>
Button:
<button class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"">{button_text}</button>"
Button Groups,"DESCRIPTION:
The UI should display a group of buttons that can be used to perform different actions. The buttons should be grouped together and spaced evenly. The UI should be responsive, mobile-first, and accessible.
COMPONENTS:
- ButtonGroup: A container component that groups multiple buttons together. This component takes children.
- Button: An individual button component that can be used to perform an action. This component is standalone.
HTML:
<div class=""flex flex-wrap justify-center""><ButtonGroup><Button/><Button/><Button/></ButtonGroup></div>
COMPONENT HTML:
ButtonGroup:
<div class=""flex flex-wrap justify-center'>{children}</div>
Button:
<button class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"">{button_text}</button>"
Footer Newsletter Submit,"DESCRIPTION:
The UI should be a simple newsletter submit form in the footer of a website. It should have a text input for the email address and a submit button. The form should be responsive, mobile-first, and accessible.
COMPONENTS:
- FooterNewsletterSubmit: a standalone component that contains the newsletter submit form.
- NewsletterInput: a standalone component that is a text input for the email address.
- SubmitButton: a standalone component that is a submit button.
HTML:
<footer><FooterNewsletterSubmit/></footer>
COMPONENT HTML:
FooterNewsletterSubmit:
<div class=""bg-gray-200 p-4 md:p-6 lg:p-8""><h4 class=""text-lg md:text-xl lg:text-2xl"">{newsletter_title}</h4><NewsletterInput/><SubmitButton/></div>
NewsletterInput:
<input type=""email"" class=""w-full p-2 pl-10 text-sm text-gray-700"" placeholder=""Enter your email address""/>
SubmitButton:
<button class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"">Submit</button>"
User Ranks and Badges,"DESCRIPTION:
The UI should display a user's rank and badges in a responsive, mobile-friendly format. The rank should be displayed prominently, with the badges listed below it.
COMPONENTS:
- UserProfileRank: A standalone component that displays the user's rank.
- UserProfileBadge: A standalone component that displays a single badge.
- UserProfileBadges: A component that takes children, displaying a list of badges.
HTML:
<div class=""max-w-md mx-auto p-4""><UserProfileRank/><UserProfileBadges><UserProfileBadge/><UserProfileBadge/><!-- Add more badges here --></UserProfileBadges></div>
COMPONENT HTML:
UserProfileRank:
<h2 class=""text-2xl font-bold"">{rank_name}</h2><p class=""text-lg text-gray-600"">{rank_description}</p>
UserProfileBadge:
<div class=""flex items-center mb-2""><img src={badge_image} alt={badge_name} class=""w-8 h-8 mr-2""/><span class=""text-lg"">{badge_name}</span></div>
UserProfileBadges:
<ul class=""list-none m-0 p-0"">{children}</ul>"
User Ranks and Badges,"DESCRIPTION:
The UI should display a user's rank and badges in a responsive, mobile-friendly format. The rank should be displayed prominently, with the badges listed below it.
COMPONENTS:
- UserProfileRank: A standalone component that displays the user's rank.
- UserProfileBadge: A standalone component that displays a single badge.
- UserProfileBadges: A component that takes children, displaying a list of badges.
HTML:
<div class=""max-w-md mx-auto p-4""><UserProfileRank/><UserProfileBadges><UserProfileBadge/><UserProfileBadge/><!-- Add more badges here --></UserProfileBadges></div>
COMPONENT HTML:
UserProfileRank:
<h2 class=""text-2xl font-bold"">{rank_name}</h2><p class=""text-lg text-gray-600"">{rank_description}</p>
UserProfileBadge:
<div class=""flex items-center mb-2""><img src={badge_image} alt={badge_name} class=""w-8 h-8 mr-2""/><span class=""text-lg"">{badge_name}</span></div>
UserProfileBadges:
<ul class=""list-none m-0 p-0"">{children}</ul>"
User Ranks and Badges,"DESCRIPTION:
The UI should display a user's rank and badges in a responsive and accessible way. The rank should be displayed as a title, and the badges should be displayed as a list of icons with tooltips.
COMPONENTS:
- UserRank: A standalone component that displays the user's rank as a title.
- BadgeList: A component that takes children, which are `Badge` components.
- Badge: A standalone component that displays a badge icon with a tooltip.
HTML:
<div class=""flex flex-col items-center md:flex-row md:items-start md:justify-center""><UserRank/><BadgeList><Badge/><Badge/><!-- Add more badges here --></BadgeList></div>
COMPONENT HTML:
UserRank:
<h2 class=""text-lg font-bold"">{user_rank}</h2>
BadgeList:
<ul class=""flex flex-wrap justify-center md:flex-row"">{children}</ul>
Badge:
<li class=""mr-2 mb-2 md:mr-4 md:mb-4""><img src={badge_icon} alt={badge_tooltip} class=""w-8 h-8 md:w-10 md:h-10""/><span class=""sr-only"">{badge_tooltip}</span></li>"
User Ranks and Badges,"DESCRIPTION:
The UI should display a user's rank and badges in a compact and visually appealing way. The design should be responsive, with the rank and badges arranged horizontally on larger screens and stacked vertically on smaller screens.
COMPONENTS:
- RankBadge: A standalone component that displays a single badge and its associated rank.
- RankList: A component that takes children and displays a list of `RankBadge` components.
HTML:
<div class=""flex flex-wrap justify-center md:flex-nowrap""><RankList><RankBadge/><RankBadge/><RankBadge/></RankList></div>
COMPONENT HTML:
RankBadge:
<div class=""bg-gray-200 p-2 rounded-md""><img src={badgeImageUrl} alt={badgeAltText} class=""w-8 h-8""/><span class=""text-sm"">{rankName}</span></div>
RankList:
<ul class=""list-none m-0 p-0 flex flex-wrap justify-center md:flex-nowrap"">{children}</ul>"
User Ranks and Badges,"DESCRIPTION:
The UI should display a user's rank and badges in a compact and visually appealing way. The rank should be prominently displayed, and the badges should be shown as a series of icons or images below the rank.
COMPONENTS:
- UserRank: component (standalone): Displays the user's rank.
- BadgeList: component (takes children): Displays a list of badges.
HTML:
<div class=""flex flex-col items-center""><UserRank/><!-- Displays the user's rank --><BadgeList><!-- List of badges will be rendered here --></BadgeList></div>
COMPONENT HTML:
UserRank:
<div class=""text-2xl font-bold"">{rank_name}</div>
BadgeList:
<div class=""flex flex-wrap justify-center"">{children} <!-- List of Badge components will be rendered here --></div>"
User Ranks and Badges,"DESCRIPTION:
The UI should display a user's rank and badges in a responsive, mobile-friendly format. The rank should be displayed prominently, with the badges listed below it.
COMPONENTS:
- UserProfileRank: A standalone component that displays the user's rank.
- UserProfileBadge: A standalone component that displays a single badge.
- UserProfileBadges: A component that takes children, displaying a list of badges.
HTML:
<div class=""max-w-md mx-auto p-4""><UserProfileRank/><UserProfileBadges><UserProfileBadge/><UserProfileBadge/><!-- Add more badges here --></UserProfileBadges></div>
COMPONENT HTML:
UserProfileRank:
<h2 class=""text-2xl font-bold"">{rank_name}</h2><p class=""text-lg text-gray-600"">{rank_description}</p>
UserProfileBadge:
<div class=""flex items-center mb-2""><img src={badge_image} alt={badge_name} class=""w-8 h-8 mr-2""/><span class=""text-lg"">{badge_name}</span></div>
UserProfileBadges:
<ul class=""list-none m-0 p-0"">{children}</ul>"
User Ranks and Badges,"DESCRIPTION:
The UI should display a user's rank and badges in a responsive, mobile-friendly format. The rank should be displayed prominently, with the badges listed below it.
COMPONENTS:
- UserProfileRank: A standalone component that displays the user's rank.
- UserProfileBadge: A standalone component that displays a single badge.
- UserProfileBadges: A component that takes children, displaying a list of badges.
HTML:
<div class=""max-w-md mx-auto p-4""><UserProfileRank/><UserProfileBadges><UserProfileBadge/><UserProfileBadge/><!-- Add more badges here --></UserProfileBadges></div>
COMPONENT HTML:
UserProfileRank:
<h2 class=""text-2xl font-bold"">{rank_name}</h2><p class=""text-lg text-gray-600"">{rank_description}</p>
UserProfileBadge:
<div class=""flex items-center mb-2""><img src={badge_image} alt={badge_name} class=""w-8 h-8 mr-2""/><span class=""text-lg"">{badge_name}</span></div>
UserProfileBadges:
<ul class=""list-none m-0 p-0"">{children}</ul>"
User Ranks and Badges,"DESCRIPTION:
The UI should display a user's rank and badges in a responsive, mobile-friendly format. The rank should be displayed prominently, with the badges listed below it.
COMPONENTS:
- UserProfileRank: A standalone component that displays the user's rank.
- UserProfileBadge: A standalone component that displays a single badge.
- UserProfileBadges: A component that takes children, displaying a list of badges.
HTML:
<div class=""max-w-md mx-auto p-4""><UserProfileRank/><UserProfileBadges><UserProfileBadge/><UserProfileBadge/><!-- Add more badges here --></UserProfileBadges></div>
COMPONENT HTML:
UserProfileRank:
<h2 class=""text-2xl font-bold"">{rank_name}</h2><p class=""text-lg text-gray-600"">{rank_description}</p>
UserProfileBadge:
<div class=""flex items-center mb-2""><img src={badge_image} alt={badge_name} class=""w-8 h-8 mr-2""/><span class=""text-lg"">{badge_name}</span></div>
UserProfileBadges:
<ul class=""list-none m-0 p-0"">{children}</ul>"
Breadcrumb Home Link,"DESCRIPTION:
The UI should be a single link that represents the home breadcrumb. It should be a simple, responsive, and accessible link that indicates the current location in a breadcrumb trail.
COMPONENTS:
- BreadcrumbHomeLink: (standalone)
HTML:
<nav aria-label=""Breadcrumb""><ol class=""flex""><li><BreadcrumbHomeLink/></li><!-- other breadcrumb links will go here --></ol></nav>
COMPONENT HTML:
BreadcrumbHomeLink:
<a class=""text-gray-600 hover:text-gray-900"" href={homeUrl}>Home</a>"
Breadcrumb Home Link,"DESCRIPTION:
The UI should be a single link that represents the home breadcrumb. It should be a simple, responsive, and accessible link that indicates the current location in a breadcrumb trail.
COMPONENTS:
- BreadcrumbHomeLink: (standalone)
HTML:
<nav aria-label=""Breadcrumb""><ol class=""flex""><li><BreadcrumbHomeLink/></li><!-- other breadcrumb links will go here --></ol></nav>
COMPONENT HTML:
BreadcrumbHomeLink:
<a class=""text-gray-600 hover:text-gray-900"" href={homeUrl}>Home</a>"
Breadcrumb Home Link,"DESCRIPTION:
The UI should be a single link that represents the home breadcrumb. It should be a simple, responsive, and accessible link that indicates the current location in a breadcrumb trail.
COMPONENTS:
- BreadcrumbHomeLink: (standalone)
HTML:
<nav aria-label=""Breadcrumb""><ol class=""flex""><li><BreadcrumbHomeLink/></li><!-- other breadcrumb links will go here --></ol></nav>
COMPONENT HTML:
BreadcrumbHomeLink:
<a class=""text-gray-600 hover:text-gray-900"" href={homeUrl}>Home</a>"
Breadcrumb Home Link,"DESCRIPTION:
The UI should be a single link that represents the home breadcrumb. It should be a simple, responsive, and accessible link that indicates the current location in a breadcrumb trail.
COMPONENTS:
- BreadcrumbHomeLink: (standalone)
HTML:
<nav aria-label=""Breadcrumb""><ol class=""flex""><li><BreadcrumbHomeLink/></li><!-- other breadcrumb links will go here --></ol></nav>
COMPONENT HTML:
BreadcrumbHomeLink:
<a class=""text-gray-600 hover:text-gray-900"" href={homeUrl}>Home</a>"
"Input field for entering tags or keywords, often with auto-suggestion functionality","DESCRIPTION:
The UI should be a text input field with a dropdown list of suggested tags or keywords below it. The input field should be responsive and adapt to different screen sizes. The dropdown list should be hidden by default and only appear when the user starts typing in the input field.
COMPONENTS:
- TagInput: A standalone component that includes the input field and dropdown list.
- DropdownList: A component that displays a list of suggested tags or keywords, takes children.
HTML:
<div class=""max-w-md mx-auto p-4""><TagInput/></div>
COMPONENT HTML:
TagInput:
<div class=""relative""><input type=""text"" class=""w-full pl-4 pr-10 text-sm"" placeholder=""Enter tags or keywords""/><DropdownList>{suggestedTags}</DropdownList></div>
DropdownList:
<ul class=""absolute bg-white shadow-md w-full rounded-b-md"">{children}</ul>"
Responsive Image Breakpoints,"DESCRIPTION:
The UI should display a responsive image that adapts to different screen sizes and breakpoints.
COMPONENTS:
- ResponsiveImage: (standalone component)
HTML:
<div class=""mx-auto max-w-md p-4""><ResponsiveImage/></div>
COMPONENT HTML:
ResponsiveImage:
<img src=""{image_url}"" class=""w-full h-auto rounded-lg mx-auto md:w-3/4 md:h-64 lg:w-1/2 lg:h-80 xl:w-1/3 xl:h-96"" alt=""{image_alt_text}""/>"
Responsive Image Breakpoints,"DESCRIPTION:
The UI should display a responsive image that adapts to different screen sizes and breakpoints.
COMPONENTS:
- ResponsiveImage: (standalone component)
HTML:
<div class=""mx-auto max-w-md p-4""><ResponsiveImage/></div>
COMPONENT HTML:
ResponsiveImage:
<img src=""{image_url}"" class=""w-full h-auto rounded-lg mx-auto md:w-3/4 md:h-64 lg:w-1/2 lg:h-80 xl:w-1/3 xl:h-96"" alt=""{image_alt_text}""/>"
Responsive Image Breakpoints,"DESCRIPTION:
The UI should display a responsive image that adapts to different screen sizes and breakpoints.
COMPONENTS:
- ResponsiveImage: (standalone component)
HTML:
<div class=""mx-auto max-w-md p-4""><ResponsiveImage/></div>
COMPONENT HTML:
ResponsiveImage:
<img src=""{image_url}"" class=""w-full h-auto rounded-lg mx-auto md:w-3/4 md:h-64 lg:w-1/2 lg:h-80 xl:w-1/3 xl:h-96"" alt=""{image_alt_text}""/>"
Responsive Image Breakpoints,"DESCRIPTION:
The UI should display a responsive image that adapts to different screen sizes and breakpoints.
COMPONENTS:
- ResponsiveImage: (standalone component)
HTML:
<div class=""mx-auto max-w-md p-4""><ResponsiveImage/></div>
COMPONENT HTML:
ResponsiveImage:
<img src=""{image_url}"" class=""w-full h-auto rounded-lg mx-auto md:w-3/4 md:h-64 lg:w-1/2 lg:h-80 xl:w-1/3 xl:h-96"" alt=""{image_alt_text}""/>"
Header: Site title and navigation links,"DESCRIPTION:
The UI should be a header section at the top of the webpage, featuring a site title on the left side and navigation links on the right side. The site title should be prominent and centered on mobile devices, while the navigation links should be stacked on top of each other on mobile devices and aligned horizontally on larger screens.
COMPONENTS:
- SiteTitle: (standalone): displays the title of the site
- NavLink: (standalone): displays a single navigation link
- NavLinks: (takes children): a container for multiple `NavLink` components
- Header: (takes children): the top-level component that contains the site title and navigation links
HTML:
<header><Header><SiteTitle/><NavLinks><NavLink/><NavLink/><!-- Add more NavLink components as needed --></NavLinks></Header></header>
COMPONENT HTML:
SiteTitle:
<h1 class=""text-3xl font-bold"">{site_title}</h1>
NavLink:
<a href=""{nav_link_url}"" class=""text-lg"">{nav_link_text}</a>
NavLinks:
<nav class=""flex flex-wrap justify-end md:flex-row"">{children}</nav>
Header:
<div class=""container mx-auto p-4 md:flex md:justify-between"">{children}</div>"
Tweet input field for user input,"DESCRIPTION:
The UI should be a simple text input field for users to enter their tweets, with a character count indicator next to it.
COMPONENTS:
- TweetInputField: (standalone)
- CharacterCountIndicator: (standalone)
HTML:
<div class=""flex w-full max-w-md p-4 mx-auto mt-4""><TweetInputField/><CharacterCountIndicator/></div>
COMPONENT HTML:
TweetInputField:
<input type=""text"" class=""w-full p-2 pl-10 text-sm text-gray-700"" placeholder=""What's on your mind?"" aria-label=""Tweet input field""/>
CharacterCountIndicator:
<span class=""text-gray-500"">{characterCount}/ 280</span>"
Tweet input field for user input,"DESCRIPTION:
The UI should be a simple text input field for users to enter their tweets, with a character count indicator next to it.
COMPONENTS:
- TweetInputField: (standalone)
- CharacterCountIndicator: (standalone)
HTML:
<div class=""flex w-full max-w-md p-4 mx-auto mt-4""><TweetInputField/><CharacterCountIndicator/></div>
COMPONENT HTML:
TweetInputField:
<input type=""text"" class=""w-full p-2 pl-10 text-sm text-gray-700"" placeholder=""What's on your mind?"" aria-label=""Tweet input field""/>
CharacterCountIndicator:
<span class=""text-gray-500"">{characterCount}/ 280</span>"
Tweet input field for user input,"DESCRIPTION:
The UI should be a simple text input field for users to enter their tweets, with a character count indicator next to it.
COMPONENTS:
- TweetInputField: (standalone)
- CharacterCountIndicator: (standalone)
HTML:
<div class=""flex w-full max-w-md p-4 mx-auto mt-4""><TweetInputField/><CharacterCountIndicator/></div>
COMPONENT HTML:
TweetInputField:
<input type=""text"" class=""w-full p-2 pl-10 text-sm text-gray-700"" placeholder=""What's on your mind?"" aria-label=""Tweet input field""/>
CharacterCountIndicator:
<span class=""text-gray-500"">{characterCount}/ 280</span>"
Tweet input field for user input,"DESCRIPTION:
The UI should be a simple text input field for users to enter their tweets, with a character count indicator next to it.
COMPONENTS:
- TweetInputField: (standalone)
- CharacterCountIndicator: (standalone)
HTML:
<div class=""flex w-full max-w-md p-4 mx-auto mt-4""><TweetInputField/><CharacterCountIndicator/></div>
COMPONENT HTML:
TweetInputField:
<input type=""text"" class=""w-full p-2 pl-10 text-sm text-gray-700"" placeholder=""What's on your mind?"" aria-label=""Tweet input field""/>
CharacterCountIndicator:
<span class=""text-gray-500"">{characterCount}/ 280</span>"
Tweet input field for user input,"DESCRIPTION:
The UI should be a simple text input field for users to enter their tweets, with a character count indicator next to it.
COMPONENTS:
- TweetInputField: (standalone)
- CharacterCountIndicator: (standalone)
HTML:
<div class=""flex w-full max-w-md p-4 mx-auto mt-4""><TweetInputField/><CharacterCountIndicator/></div>
COMPONENT HTML:
TweetInputField:
<input type=""text"" class=""w-full p-2 pl-10 text-sm text-gray-700"" placeholder=""What's on your mind?"" aria-label=""Tweet input field""/>
CharacterCountIndicator:
<span class=""text-gray-500"">{characterCount}/ 280</span>"
Tweet input field for user input,"DESCRIPTION:
The UI should be a simple text input field for users to enter their tweets, with a character count indicator next to it.
COMPONENTS:
- TweetInputField: (standalone)
- CharacterCountIndicator: (standalone)
HTML:
<div class=""flex w-full max-w-md p-4 mx-auto mt-4""><TweetInputField/><CharacterCountIndicator/></div>
COMPONENT HTML:
TweetInputField:
<input type=""text"" class=""w-full p-2 pl-10 text-sm text-gray-700"" placeholder=""What's on your mind?"" aria-label=""Tweet input field""/>
CharacterCountIndicator:
<span class=""text-gray-500"">{characterCount}/ 280</span>"
Tweet input field for user input,"DESCRIPTION:
The UI should be a simple text input field for users to enter their tweets, with a character count indicator next to it.
COMPONENTS:
- TweetInputField: (standalone)
- CharacterCountIndicator: (standalone)
HTML:
<div class=""flex w-full max-w-md p-4 mx-auto mt-4""><TweetInputField/><CharacterCountIndicator/></div>
COMPONENT HTML:
TweetInputField:
<input type=""text"" class=""w-full p-2 pl-10 text-sm text-gray-700"" placeholder=""What's on your mind?"" aria-label=""Tweet input field""/>
CharacterCountIndicator:
<span class=""text-gray-500"">{characterCount}/ 280</span>"
Tweet input field for user input,"DESCRIPTION:
The UI should be a simple text input field for users to enter their tweets, with a character count indicator next to it.
COMPONENTS:
- TweetInputField: (standalone)
- CharacterCountIndicator: (standalone)
HTML:
<div class=""flex w-full max-w-md p-4 mx-auto mt-4""><TweetInputField/><CharacterCountIndicator/></div>
COMPONENT HTML:
TweetInputField:
<input type=""text"" class=""w-full p-2 pl-10 text-sm text-gray-700"" placeholder=""What's on your mind?"" aria-label=""Tweet input field""/>
CharacterCountIndicator:
<span class=""text-gray-500"">{characterCount}/ 280</span>"
Course Progress Bars,"DESCRIPTION:
The UI should display a progress bar indicating the completion percentage of a course, with a label showing the percentage complete. The progress bar should be responsive, mobile-friendly, and accessible.
COMPONENTS:
- ProgressBar: (standalone) - displays the progress bar with a percentage complete label
- CourseLabel: (standalone) - displays the course name and completion percentage
HTML:
<div class=""container mx-auto p-4 pt-6 md:p-6 lg:p-12""><!-- course information --><CourseLabel/><!-- progress bar --><ProgressBar/></div>
COMPONENT HTML:
ProgressBar:
<div class=""w-full h-4 rounded bg-gray-200""><div class=""h-4 bg-blue-500 rounded"" style={{ width: `${progressPercentage}%` }}></div><p class=""text-lg"">{progressPercentage}% Complete</p></div>
CourseLabel:
<h2 class=""text-lg"">{courseName} - {completionPercentage}% Complete</h2>"
Project/Task Management Tools,"DESCRIPTION:
A responsive dashboard that displays a list of projects with their respective tasks. Each project should have a title, description, and a list of tasks. Tasks should have a title, description, and a completion status indicator.
COMPONENTS:
- ProjectCard: A standalone component that displays a single project.
- TaskList: A component that takes children (individual tasks) to display.
- TaskItem: A standalone component that displays a single task.
HTML:
<div class=""max-w-md mx-auto p-4""><h1 class=""text-3xl font-bold mb-4"">Project Dashboard</h1><ul class=""divide-y""><ProjectCard/><ProjectCard/><!-- Add more ProjectCard components as needed --></ul></div>
COMPONENT HTML:
ProjectCard:
<div class=""p-4 mb-4 bg-white rounded shadow""><h2 class=""text-lg font-bold"">{project_title}</h2><p class=""text-gray-600"">{project_description}</p><TaskList><TaskItem/><TaskItem/><!-- Add more TaskItem components as needed --></TaskList></div>
TaskList:
<ul class=""pl-4"">{children}</ul>
TaskItem:
<li class=""py-2 border-b border-gray-200""><input type=""checkbox"" class=""mr-2"" {checked}/><span class=""text-gray-600"">{task_title}</span><p class=""text-gray-400"">{task_description}</p></li>"
Visual representation of content loading progress,"DESCRIPTION:
The UI should display a responsive, mobile-first, and accessible visual representation of content loading progress, indicating the percentage of completion. The UI should be aesthetically pleasing and provide a clear understanding of the loading progress.
COMPONENTS:
- LoadingBar: (standalone): A horizontal bar that fills up to represent the progress of content loading.
- ProgressLabel: (standalone): A label that displays the percentage of content loading progress.
HTML:
<div class=""flex justify-center mb-4""><LoadingBar/><ProgressLabel/></div>
COMPONENT HTML:
LoadingBar:
<div class=""bg-gray-200 h-2 w-full rounded""><div class=""bg-orange-500 h-2 rounded"" style={{ width: `${progressPercentage}%` }}></div></div>
ProgressLabel:
<p class=""text-sm"">{progressPercentage}%</p>"
Visual representation of content loading progress,"DESCRIPTION:
The UI should display a responsive, mobile-first, and accessible visual representation of content loading progress, indicating the percentage of completion. The UI should be aesthetically pleasing and provide a clear understanding of the loading progress.
COMPONENTS:
- LoadingBar: (standalone): A horizontal bar that fills up to represent the progress of content loading.
- ProgressLabel: (standalone): A label that displays the percentage of content loading progress.
HTML:
<div class=""flex justify-center mb-4""><LoadingBar/><ProgressLabel/></div>
COMPONENT HTML:
LoadingBar:
<div class=""bg-gray-200 h-2 w-full rounded""><div class=""bg-orange-500 h-2 rounded"" style={{ width: `${progressPercentage}%` }}></div></div>
ProgressLabel:
<p class=""text-sm"">{progressPercentage}%</p>"
Visual representation of content loading progress,"DESCRIPTION:
The UI should display a responsive, mobile-first, and accessible visual representation of content loading progress, indicating the percentage of completion. The UI should be aesthetically pleasing and provide a clear understanding of the loading progress.
COMPONENTS:
- LoadingBar: (standalone): A horizontal bar that fills up to represent the progress of content loading.
- ProgressLabel: (standalone): A label that displays the percentage of content loading progress.
HTML:
<div class=""flex justify-center mb-4""><LoadingBar/><ProgressLabel/></div>
COMPONENT HTML:
LoadingBar:
<div class=""bg-gray-200 h-2 w-full rounded""><div class=""bg-orange-500 h-2 rounded"" style={{ width: `${progressPercentage}%` }}></div></div>
ProgressLabel:
<p class=""text-sm"">{progressPercentage}%</p>"
Visual representation of content loading progress,"DESCRIPTION:
The UI should display a responsive, mobile-first, and accessible visual representation of content loading progress, indicating the percentage of completion. The UI should be aesthetically pleasing and provide a clear understanding of the loading progress.
COMPONENTS:
- LoadingBar: (standalone): A horizontal bar that fills up to represent the progress of content loading.
- ProgressLabel: (standalone): A label that displays the percentage of content loading progress.
HTML:
<div class=""flex justify-center mb-4""><LoadingBar/><ProgressLabel/></div>
COMPONENT HTML:
LoadingBar:
<div class=""bg-gray-200 h-2 w-full rounded""><div class=""bg-orange-500 h-2 rounded"" style={{ width: `${progressPercentage}%` }}></div></div>
ProgressLabel:
<p class=""text-sm"">{progressPercentage}%</p>"
Visual representation of content loading progress,"DESCRIPTION:
The UI should display a responsive, mobile-first, and accessible visual representation of content loading progress, indicating the percentage of completion. The UI should be aesthetically pleasing and provide a clear understanding of the loading progress.
COMPONENTS:
- LoadingBar: (standalone): A horizontal bar that fills up to represent the progress of content loading.
- ProgressLabel: (standalone): A label that displays the percentage of content loading progress.
HTML:
<div class=""flex justify-center mb-4""><LoadingBar/><ProgressLabel/></div>
COMPONENT HTML:
LoadingBar:
<div class=""bg-gray-200 h-2 w-full rounded""><div class=""bg-orange-500 h-2 rounded"" style={{ width: `${progressPercentage}%` }}></div></div>
ProgressLabel:
<p class=""text-sm"">{progressPercentage}%</p>"
Visual representation of content loading progress,"DESCRIPTION:
The UI should display a responsive, mobile-first, and accessible visual representation of content loading progress, indicating the percentage of completion. The UI should be aesthetically pleasing and provide a clear understanding of the loading progress.
COMPONENTS:
- LoadingBar: (standalone): A horizontal bar that fills up to represent the progress of content loading.
- ProgressLabel: (standalone): A label that displays the percentage of content loading progress.
HTML:
<div class=""flex justify-center mb-4""><LoadingBar/><ProgressLabel/></div>
COMPONENT HTML:
LoadingBar:
<div class=""bg-gray-200 h-2 w-full rounded""><div class=""bg-orange-500 h-2 rounded"" style={{ width: `${progressPercentage}%` }}></div></div>
ProgressLabel:
<p class=""text-sm"">{progressPercentage}%</p>"
Visual representation of content loading progress,"DESCRIPTION:
The UI should display a responsive, mobile-first, and accessible visual representation of content loading progress, indicating the percentage of completion. The UI should be aesthetically pleasing and provide a clear understanding of the loading progress.
COMPONENTS:
- LoadingBar: (standalone): A horizontal bar that fills up to represent the progress of content loading.
- ProgressLabel: (standalone): A label that displays the percentage of content loading progress.
HTML:
<div class=""flex justify-center mb-4""><LoadingBar/><ProgressLabel/></div>
COMPONENT HTML:
LoadingBar:
<div class=""bg-gray-200 h-2 w-full rounded""><div class=""bg-orange-500 h-2 rounded"" style={{ width: `${progressPercentage}%` }}></div></div>
ProgressLabel:
<p class=""text-sm"">{progressPercentage}%</p>"
Designer/Studio Profiles,"DESCRIPTION:
The UI should display a list of designer/studio profiles, each containing a profile picture, name, specialty, and a call-to-action (CTA) button. The design should be responsive, mobile-first, and accessible.
COMPONENTS:
- DesignerProfileCard: (standalone): A single designer/studio profile card.
- DesignerProfileList: (takes children): A container for a list of designer/studio profiles.
HTML:
<main class=""max-w-md mx-auto p-4 md:p-6 lg:p-8""><h1 class=""text-3xl font-bold mb-4"">Designer Profiles</h1><DesignerProfileList><DesignerProfileCard/><DesignerProfileCard/><!-- Add more DesignerProfileCard components here --></DesignerProfileList></main>
COMPONENT HTML:
DesignerProfileCard:
<article class=""bg-white shadow-md rounded p-4 mb-4""><img src={profile_picture_url} alt={name} class=""w-24 h-24 rounded-full mb-2""/><h2 class=""text-lg font-bold"">{name}</h2><p class=""text-gray-600"">{specialty}</p><button class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"">View Portfolio</button></article>
DesignerProfileList:
<ul class=""flex flex-wrap -mx-4"">{children}</ul>"
